W1,W2,W3
-0.10905750353826538,0.49453483560310607,-0.8207931218980911
0.17772494539187086,0.5403398911002343,-1.1247479789754133
1.954636983840692,0.7440028664619047,-1.7536774866903553
1.6338721005541759,-0.6026802369963691,-0.0897541396027256
1.975531629284492,-1.122022436849895,0.918499059442959
1.4005467415787443,0.2610489415695425,2.356042512375427
0.45488525478650166,-0.6232116935727183,0.2885068265621902
-0.5883676575721875,-0.38870755620046327,0.4854053880977386
-0.01749302945607467,0.6328294709357922,0.2557045859267763
1.4447875624292794,0.051757902229940034,2.848021459553007
1.348061128979646,-0.8312786053013126,0.35311823171539114
1.1565029797330082,-0.6391020879765071,0.8905596099497874
1.0514891144400489,-0.39237995664512637,-0.40151391309351125
-0.9891026674658402,-0.6427049303895842,0.6556418377767167
-0.28045758960271616,-1.5670912439067801,0.5010018447395403
0.2450885849274787,-1.6674030581545232,0.4042260283152981
0.18075301090973925,-1.9766718269078847,0.5599003745059323
0.651161031823104,0.09471532972133467,1.3337522392878691
-1.052088852045539,-0.8904673750544554,1.1819113868525943
-0.012258475110560663,0.06981399877882011,4.443687184081018
0.5647612731378866,1.170472639570009,3.175845355533711
0.9337718878747413,0.2699670751446589,2.3468918982601226
-0.30593927060020115,-0.10183506916767943,0.6880824013009579
-0.07109549591377802,2.263741032089669,-1.5232239919412693
0.6507124424176246,-0.4808453551448173,-1.2335438617600682
1.4143068181761786,-0.17614265847694588,-1.6945167088093402
-0.0081503001718789,0.5915264196962029,-1.5776249861218068
0.21238343949603541,0.3413350497519152,-1.4404128406667203
2.250135809073343,0.8045865471939688,-2.7453490069909674
1.3115222193060991,-0.25949319117140357,-0.5202411686992597
-0.1367596287796511,-0.2444830370526008,0.24486669463082728
0.7973753797802959,-1.3225379255820766,-0.21206788852553474
-0.0762576212708082,-1.3145981953647503,1.6594202960183295
0.3668529003255514,-1.9181830520174203,1.7475720950639408
2.305582647175409,0.07337373454243667,-0.645583918422043
0.6685572507214532,1.3035980164578411,-1.0304614248298023
0.778098053506955,1.4264330616582575,-1.442161183992984
0.32952367069167743,-2.528050809239944,-1.7454682333307818
-0.08780631604732159,-2.5118085865848214,0.7596771872662443
-1.4740445359842935,-1.6959487799893944,0.5105791709192136
0.7042510210739688,-2.2838365411741366,1.4184533376145665
0.3623585715565714,-2.1234269216350192,1.171330143070554
0.3802389813517557,-1.6619303379763042,0.6554671565252959
-0.19519410618588207,-0.7174478237369041,0.9898642527836943
1.488419763052411,-1.596539410695301,2.6279655010481138
-1.2078779179962964,-0.9500548003832338,1.902299957008633
-0.3229470912631155,-1.0977269200122108,0.7430277281470412
-0.6544744802903908,-1.138228216950317,1.2211159610945455
0.029778245819851945,-1.2620237037358129,1.5101578559805233
0.32218864378653533,0.18185026697105366,1.384707769913874
-0.6679006890288048,-0.46925590671144285,1.4396474900801988
0.2764199209190624,-0.25552954731986954,0.8371511283488814
1.4158748562479562,-0.7193361624957647,0.9656729453444783
0.5057447756900841,-0.5773492844751027,1.5816133246594295
1.078288736833072,0.5248349937630872,2.0962854694840436
0.560148210049295,0.9443704681765075,0.7378759781485658
0.6042404575130896,0.34204217972056916,0.46593395406700105
0.8972772541934584,-0.647199593373188,2.325354252718961
